title,Series Title,Runtime,Genre,Rating,Cast,Synopsis
Fringe,(2008–2013),46 min,"Drama, Mystery, Sci-Fi",8.4,"Anna Torv, Joshua Jackson, John Noble, Jasika Nicole",An F.B.I. agent is forced to work with an institutionalized scientist and his son in order to rationalize a brewing storm of unexplained phenomena.
Shadow and Bone,(2021– ),60 min,"Action, Adventure, Drama",7.6,"Jessie Mei Li, Ben Barnes, Archie Renaux, Freddy Carter",Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.
Cold Case,(2003–2010),44 min,"Crime, Drama, Mystery",7.6,"Kathryn Morris, Danny Pino, John Finn, Jeremy Ratchford","The Philadelphia homicide squad's lone female detective finds her calling when she's assigned ""cold cases,"" older crimes that have never been solved."
NCIS: Los Angeles,(2009– ),43 min,"Action, Crime, Drama",6.8,"Chris O'Donnell, Daniela Ruah, LL Cool J, Eric Christian Olsen","The Naval Criminal Investigation Service's Office of Special Projects takes on the undercover work and the hard to crack cases in LA. Key agents are G. Callen and Sam Hanna, streets kids risen through the ranks."
FBI: Most Wanted,(2020– ),45 min,"Action, Crime, Drama",6.9,"Roxy Sternberg, Keisha Castle-Hughes, Julian McMahon, YaYa Gosselin",It follows the division of the FBI tasked with tracking and capturing the notorious criminals on the FBI's Most Wanted list.
9-1-1: Lone Star,(2020– ),43 min,"Action, Drama, Thriller",7.1,"Rob Lowe, Ronen Rubinstein, Sierra Aylina McClain, Jim Parrack","A New York firefighter relocates to Austin, Texas with his son, where he works to save people's lives while trying to solve his own personal problems."
Friday Night Lights,(2006–2011),44 min,"Drama, Sport",8.7,"Kyle Chandler, Connie Britton, Zach Gilford, Aimee Teegarden","A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Heartland,(II) (2007– ),45 min,"Drama, Family",8.5,"Amber Marshall, Shaun Johnston, Michelle Morgan, Chris Potter","A multi-generational saga set in Alberta, Canada and centered on a family getting through life together in both happy and trying times."
Harry & Meghan,-2022,58 min,Documentary,4.8,"Meghan Markle, Prince Harry, David Olusoga, Afua Hirsch","Explores the span of their relationship, from the early days of the couple's courtship to the challenges and controversies that prompted them to step back from the royal family."
The Midnight Club,-2022,60 min,"Drama, Horror, Mystery",6.5,"Iman Benson, Igby Rigney, Ruth Codd, Annarah Cymone",The Midnight Club follows an octet of terminally-ill teenage patients at Brightcliffe Hospice as they gather at midnight to share scary stories.
The Twilight Zone,(2019–2020),60 min,"Drama, Fantasy, Horror",5.9,"Jordan Peele, David Epstein, Kelly Ann Woods, Mark Silverman","An updated version of the classic anthology series featuring various tales of science fiction, mystery, and horror."
The L Word: Generation Q,(2019– ),55 min,Drama,7.5,"Jennifer Beals, Kate Moennig, Leisha Hailey, Arienne Mandi","Bette Porter, Shane McCutcheon and Alice Pieszecki intermingle with a younger generation of Los Angelenos experiencing love, heartbreak, sex, setbacks and success."
Loki,(2021– ),53 min,"Action, Adventure, Fantasy",8.2,"Tom Hiddleston, Owen Wilson, Eugene Cordero, Gugu Mbatha-Raw",The mercurial villain Loki resumes his role as the God of Mischief in a new series that takes place after the events of “Avengers: Endgame.”
Reservation Dogs,(2021– ),30 min,"Comedy, Crime",8.1,"Devery Jacobs, D'Pharaoh Woon-A-Tai, Lane Factor, Paulina Alexis",Comedy series about four Native American teenagers growing up on a reservation in eastern Oklahoma.
Murdoch Mysteries,(2008– ),48 min,"Crime, Drama, Mystery",8.2,"Yannick Bisson, Helene Joy, Thomas Craig, Jonny Harris","In the 1890s, William Murdoch uses radical forensic techniques for the time, including fingerprinting and trace evidence, to solve some of the city's most gruesome murders."
Malcolm in the Middle,(2000–2006),22 min,"Comedy, Family",8.1,"Frankie Muniz, Bryan Cranston, Justin Berfield, Erik Per Sullivan","A gifted young teen tries to survive life with his dimwitted, dysfunctional family."
House of Cards,(2013–2018),51 min,Drama,8.7,"Kevin Spacey, Michel Gill, Robin Wright, Kate Mara",A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.
How to Get Away with Murder,(2014–2020),43 min,"Crime, Drama, Mystery",8.1,"Viola Davis, Billy Brown, Jack Falahee, Aja Naomi King",A group of ambitious law students and their brilliant criminal defense professor become involved in a twisted murder plot that promises to change the course of their lives.
Veep,(2012–2019),28 min,Comedy,8.4,"Julia Louis-Dreyfus, Tony Hale, Anna Chlumsky, Reid Scott",Former Senator Selina Meyer finds that being Vice President of the United States is nothing like she hoped and everything that everyone ever warned her about.
Fleabag,(2016–2019),27 min,"Comedy, Drama",8.7,"Phoebe Waller-Bridge, Sian Clifford, Olivia Colman, Jenny Rainsford",A comedy series adapted from the award-winning play about a young woman trying to cope with life in London whilst coming to terms with a recent tragedy.
The Good Wife,(2009–2016),43 min,"Crime, Drama, Mystery",8.4,"Julianna Margulies, Chris Noth, Josh Charles, Matt Czuchry","Alicia Florrick has been a good wife to her husband, a former state's attorney. After a very humiliating sex and corruption scandal, he is behind bars. She must now provide for her family and returns to work as a litigator in a law firm."
The Punisher,(2017–2019),53 min,"Action, Crime, Drama",8.5,"Jon Bernthal, Amber Rose Revah, Ben Barnes, Jason R. Moore","After his revenge on those who murdered his family, aimless Marine veteran Frank Castle finds a new meaning in life as a vigilante known as ""The Punisher""."
Boy Meets World,(1993–2000),23 min,"Comedy, Drama, Family",8.1,"Ben Savage, Rider Strong, William Daniels, Betsy Randle",An adolescent with two siblings tests his various theories about life as he endures the trials of growing up alongside a good friend.
Stargate SG-1,(1997–2007),44 min,"Action, Adventure, Drama",8.4,"Richard Dean Anderson, Michael Shanks, Amanda Tapping, Christopher Judge","A secret military team, SG-1, is formed to explore other planets through the recently discovered Stargates."
The Book of Boba Fett,(2021– ),38 min,"Action, Adventure, Sci-Fi",7.3,"Temuera Morrison, Ming-Na Wen, Frank Trigg, Collin Hymes",Bounty hunter Boba Fett and mercenary Fennec Shand navigate the underworld when they return to Tatooine to claim Jabba the Hutt's old turf.
Designated Survivor,(2016–2019),60 min,"Action, Drama, Mystery",7.5,"Kiefer Sutherland, Adan Canto, Italia Ricci, Kal Penn",A low-level Cabinet member becomes President of the United States after a catastrophic attack kills everyone above him in the line of succession.
Vienna Blood,(2019– ),90 min,"Crime, Drama, History",7.5,"Matthew Beard, Juergen Maurer, Charlene McKenna, Conleth Hill","Max Liebermann, a medical student and protegé of Sigmund Freud, helps Detective Rheinhardt in the investigation of a series of disturbing murders around 1900s Vienna."
Endeavour,(2012–2023),89 min,"Crime, Drama, Mystery",8.6,"Shaun Evans, Roger Allam, James Bradshaw, Sean Rigby","Set from 1965 to 1971, the show follows Endeavour Morse in his early years as a police constable. Working alongside his senior partner DI Fred Thursday, Morse engages in a number of investigations around Oxford."
Star Trek: Voyager,(1995–2001),44 min,"Action, Adventure, Sci-Fi",7.8,"Kate Mulgrew, Robert Beltran, Roxann Dawson, Robert Duncan McNeill","Pulled to the far side of the galaxy, where the Federation is seventy-five years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home."
Big Little Lies,(2017–2019),60 min,"Crime, Drama, Mystery",8.5,"Reese Witherspoon, Nicole Kidman, Shailene Woodley, Zoë Kravitz",The apparently-perfect lives of upper-class mothers of students at a prestigious elementary school unravel to the point of murder when a single mother moves to their quaint California beach town.
Glee,(2009–2015),44 min,"Comedy, Drama, Music",6.8,"Lea Michele, Jane Lynch, Matthew Morrison, Cory Monteith",A group of ambitious misfits try to escape the harsh realities of high school by joining a glee club headed by a passionate Spanish teacher.
Married with Children,(1987–1997),22 min,Comedy,8.1,"Ed O'Neill, Christina Applegate, Katey Sagal, Amanda Bearse","Al is the quintessential working class dad. Peggy, his wife, always wants more from him. With their children, they go through the highs and lows of ordinary life."
The Good Fight,(2017–2022),45 min,"Crime, Drama",8.3,"Christine Baranski, Sarah Steele, Nyambi Nyambi, Michael Boatman","When Diane Lockhart's life savings are lost, she must start from scratch at a new firm."
Archer,(2009– ),22 min,"Animation, Action, Comedy",8.6,"H. Jon Benjamin, Judy Greer, Amber Nash, Chris Parnell",Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.
The Leftovers,(2014–2017),60 min,"Drama, Fantasy, Mystery",8.3,"Justin Theroux, Amy Brenneman, Christopher Eccleston, Liv Tyler","Three years after the disappearance of 2% of the global human population, a group of people in a small New York community try to continue their lives while coping with the tragedy of the unexplained nature of the event."
Monk,(2002–2009),44 min,"Comedy, Crime, Drama",8,"Tony Shalhoub, Jason Gray-Stanford, Ted Levine, Traylor Howard","The series follows Adrian Monk, a brilliant former San Francisco detective, who now consults the police as a private consultant who battles with an obsessive-compulsive disorder."
2 Broke Girls,(2011–2017),22 min,Comedy,6.6,"Kat Dennings, Beth Behrs, Garrett Morris, Jonathan Kite",Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.
Desperate Housewives,(2004–2012),45 min,"Comedy, Drama, Mystery",7.6,"Teri Hatcher, Felicity Huffman, Marcia Cross, Eva Longoria",Secrets and truths unfold through the lives of female friends in one suburban neighborhood after the mysterious suicide of a neighbor.
Futurama,(1999–2023),22 min,"Animation, Adventure, Comedy",8.5,"Billy West, John DiMaggio, Katey Sagal, Tress MacNeille","Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year's Eve 2999."
The O.C.,(2003–2007),44 min,"Comedy, Drama, Romance",7.5,"Mischa Barton, Adam Brody, Peter Gallagher, Kelly Rowan","A troubled youth becomes embroiled in the lives of a close-knit group of people in the wealthy, upper-class neighborhood of Newport Beach, Orange County, California."
Miss Scarlet & the Duke,(2020– ),60 min,"Crime, Drama",7.6,"Kate Phillips, Stuart Martin, Cathy Belton, Ansu Kabia",Eliza Scarlet joins forces with a Scotland Yard Inspector to solve crime in 19th-century London.
Carnival Row,(2019–2023),56 min,"Crime, Drama, Fantasy",7.8,"Jamie Harris, Orlando Bloom, Cara Delevingne, Simon McBurney","A human detective and a fairy rekindle a dangerous affair in a Victorian fantasy world, where the city's uneasy peace collapses when a string of murders reveals an unimaginable monster."
The Originals,(2013–2018),45 min,"Drama, Fantasy, Horror",8.3,"Joseph Morgan, Daniel Gillies, Claire Holt, Phoebe Tonkin",A family of power-hungry thousand-year-old vampires look to take back the city that they built and dominate all those who have done them wrong.
Top Boy,(2011– ),60 min,"Crime, Drama, Thriller",8.4,"Ashley Walters, Kano, Micheal Ward, Jasmine Jobson",Two London drug dealers ply their lucrative trade at a public housing estate in East London.
Virgin River,(2019– ),44 min,"Drama, Romance",7.4,"Martin Henderson, Tim Matheson, Alexandra Breckenridge, Colin Lawrence","Seeking a fresh start, nurse practitioner Melinda Monroe moves from Los Angeles to a remote Northern California town and is surprised by what and who she finds."
Mom,(2013–2021),30 min,"Comedy, Drama, Romance",7.3,"Allison Janney, Anna Faris, Mimi Kennedy, Beth Hall",A newly sober single mom tries to pull her life together in Napa Valley while dealing with her wayward mother.
Charmed,(1998–2006),42 min,"Drama, Fantasy, Mystery",7.1,"Holly Marie Combs, Alyssa Milano, Brian Krause, Rose McGowan","Three sisters discover their destiny, to battle against the forces of evil, using their witchcraft. They are the Charmed Ones."
The Great,(2020– ),45 min,"Biography, Comedy, Drama",8.2,"Elle Fanning, Nicholas Hoult, Phoebe Fox, Sacha Dhawan","A royal woman living in rural Russia during the 18th century is forced to choose between her own personal happiness and the future of Russia, when she marries an Emperor."
Avenue 5,(2020– ),****,"Comedy, Sci-Fi",6.6,"Hugh Laurie, Josh Gad, Zach Woods, Rebecca Front","The troubled crew of Avenue 5, a space cruise ship filled with spoiled, rich, snotty space tourists, must try and keep everyone calm after their ship gets thrown off course into space and ends up needing three years to return to Earth."
The Mindy Project,(2012–2017),30 min,Comedy,7.5,"Mindy Kaling, Ike Barinholtz, Ed Weeks, Chris Messina","A young Ob/Gyn doctor balances her personal and professional life, surrounded by quirky co-workers in a small office."
